time (s), estimated missile position x (m), estimated missile position y (m), estimated missile velocity x (m/s), estimated missile velocity y (m/s), estimated missile acceleration x (m/s^2), estimated missile acceleration y (m/s^2), true missile position x (m), true missile position y (m), true missile velocity x (m/s), true missile velocity y (m/s), true missile acceleration x (m/s^2), true missile acceleration y (m/s^2), true target position x (m), true target position y (m), true target velocity x (m/s), true target velocity y (m/s), true target acceleration x (m/s^2), true target acceleration y (m/s^2), time_to_go (s) 
0, 0, 0, 866.02540378443871, 499.99999999999994, 0, 0, 0, 0, 866.02540378443871, 499.99999999999994, 0, 0, 8000, 4000, 486.26085932129808, 503.53786023705578, 0, 0, 26.455333396760409
0, 8.6603276053368354, 5.0001274226347041, 866.03030828393526, 500.00849484231361, 0.49044994965343058, 0.84948423136933982, 8.6603276053368354, 5.0001274226347041, 866.03030828393526, 500.00849484231361, 0.49044994965343053, 0.84948423136933982, 8004.8626085932128, 4005.0353786023707, 486.26085932129808, 503.53786023705578, 0, 0, 26.455333396760409
0.01, 17.320700578557709, 10.000333421935263, 866.03496764270335, 500.01656490080842, 0.46593587680436305, 0.80700584948075504, 17.320700577339071, 10.000333422638851, 866.0349675614608, 500.01656494771436, 0.46592775255342939, 0.80701054007302686, 8009.7252171864257, 4010.0707572047413, 486.26085932129808, 503.53786023705578, 0, 0, 26.445333396760407
0.02, 25.981190224888369, 15.000741495013401, 866.04429896961187, 500.03272650547859, 0.93313269084786565, 1.6161604670166509, 25.981190219349848, 15.000741498211132, 866.04429865453869, 500.03272668739021, 0.9331093077871081, 1.6161739675874847, 8014.5878257796385, 4015.106135807112, 486.26085932129808, 503.53786023705578, 0, 0, 26.435333396760409
0.029999999999999999, 34.641766190717341, 20.001299060793578, 866.05316404513542, 500.04807988717141, 0.88650755235321965, 1.5353381692831127, 34.64176617422563, 20.001299070315401, 866.05316320989846, 500.04808036941461, 0.88645553597295557, 1.5353682024384199, 8019.4504343728513, 4020.1415144094826, 486.26085932129808, 503.53786023705578, 0, 0, 26.425333396760408
0.040000000000000001, 43.302497658697547, 25.002125925528144, 866.06648588039207, 500.07115094469486, 1.3321835256666665, 2.3071057523475886, 43.302497618754423, 25.002125948590507, 866.06648403855218, 500.07115200814525, 1.3320828653752748, 2.3071638730658615, 8024.3130429660641, 4025.1768930118533, 486.26085932129808, 503.53786023705578, 0, 0, 26.41533339676041
0.050000000000000003, 51.963352363633724, 30.003166193437014, 866.07914228920924, 500.09306817548958, 1.2656408817214282, 2.1917230794699152, 51.963352281664925, 30.003166240765051, 866.07913887355085, 500.09307014768473, 1.265483499865321, 2.1918139539486301, 8029.175651559277, 4030.2122716142239, 486.26085932129808, 503.53786023705578, 0, 0, 26.405333396760408
0.059999999999999998, 60.624397493989321, 35.004536196535234, 866.09605612010932, 500.12235626504435, 1.6913830900088955, 2.9288089554779893, 60.624397339995063, 35.004536285452097, 866.09605017985973, 500.12235969503121, 1.691130630890584, 2.9289547346499232, 8034.0382601524898, 4035.2476502165946, 486.26085932129808, 503.53786023705578, 0, 0, 26.39533339676041
0.070000000000000007, 69.285599093978149, 40.006177108280127, 866.11212537262509, 500.15017953800742, 1.6069252515807291, 2.7823272963081709, 69.285598829407462, 40.006177261047831, 866.11211602077947, 500.15018493805945, 1.6065840919696166, 2.7825243028262339, 8038.9008687457026, 4040.2830288189652, 486.26085932129808, 503.53786023705578, 0, 0, 26.385333396760409
0.080000000000000002, 77.9470224759296, 45.008201986475441, 866.13226725430548, 500.1850517256903, 2.0141881680374056, 3.4872187682898379, 77.947022044089039, 45.008202235834432, 866.13225298569773, 500.18505996512658, 2.0136964918249776, 3.4875027067155595, 8043.7634773389154, 4045.3184074213359, 486.26085932129808, 503.53786023705578, 0, 0, 26.375333396760411
0.089999999999999997, 86.608632194888969, 50.010549424309595, 866.15140368205959, 500.21817976417384, 1.9136427754168424, 3.3128038483519076, 86.608631528343494, 50.010549809205699, 866.15138327886325, 500.21819154646016, 1.9130293165523038, 3.3131581333564903, 8048.6260859321283, 4050.3537860237066, 486.26085932129808, 503.53786023705578, 0, 0, 26.365333396760409
0.10000000000000001, 95.270491795673337, 55.013329390137393, 866.17444127964416, 500.25805764324468, 2.3037597584583294, 3.9877879070868825, 95.270490801312008, 55.013329964348443, 866.17441262418902, 500.25807419166949, 2.3029345325781487, 3.98826452093037, 8053.4886945253411, 4055.3891646260772, 486.26085932129808, 503.53786023705578, 0, 0, 26.355333396760408
0.11, 103.93256452770341, 60.016478216694217, 866.19632922855237, 500.29594098486984, 2.1887948908271637, 3.7883341625161808, 103.93256309991807, 60.016479041219846, 866.19629078180037, 500.29596318864992, 2.1878157611390243, 3.7888996980412841, 8058.3513031185539, 4060.4245432284479, 486.26085932129808, 503.53786023705578, 0, 0, 26.34533339676041
0.12, 112.59491226828618, 65.020102953612167, 866.22195911503536, 500.34029612281967, 2.5629886482950708, 4.4355137949832804, 112.59491026771514, 65.020104108953973, 866.22190811373798, 500.34032557849173, 2.5617331937597561, 4.436238984183607, 8063.2139117117667, 4065.4599218308185, 486.26085932129808, 503.53786023705578, 0, 0, 26.335333396760408
0.13, 121.25749712842649, 70.024137964859079, 866.2463103810328, 500.3824327907339, 2.4351265997400557, 4.2136667914224457, 121.25749440198776, 70.024139539450289, 866.24624498942057, 500.38247055925211, 2.4336875682559382, 4.2144980760398649, 8068.0765203049796, 4070.4953004331892, 486.26085932129808, 503.53786023705578, 0, 0, 26.32533339676041
0.14000000000000001, 129.92037941004551, 75.028687539164977, 866.27425556827814, 500.43078255063745, 2.7945187245336789, 4.8349759903520706, 129.92037576249862, 75.028689645802316, 866.2741723638652, 500.43083060988585, 2.7927374444671695, 4.8360050633735456, 8072.9391288981924, 4075.5306790355598, 486.26085932129808, 503.53786023705578, 0, 0, 26.315333396760408
0.14999999999999999, 138.58352023801359, 80.033684337626724, 866.30080705396506, 500.47671408099592, 2.6551485686891456, 4.5931530358498325, 138.58351545976467, 80.033687097408617, 866.30070393902417, 500.47677364371486, 2.6531575158974738, 4.5943033829034245, 8077.8017374914052, 4080.5660576379305, 486.26085932129808, 503.53786023705578, 0, 0, 26.30533339676041
0.16, 147.24697842378797, 85.039230034027952, 866.33081473627942, 500.52861778708029, 3.0007682314397042, 5.1903706084366492, 147.24697225452388, 85.039233597370668, 866.33068763028825, 500.52869121204156, 2.9983691264124168, 5.1917568326683483, 8082.664346084618, 4085.6014362403012, 486.26085932129808, 503.53786023705578, 0, 0, 26.295333396760409
0.17000000000000001, 155.91071424474353, 90.045255828853655, 866.35932630913032, 500.57792558407351, 2.8511572850956459, 4.9307796993195705, 155.91070640978052, 90.045260354490253, 866.35917289387089, 500.57801421198644, 2.8485263582617013, 4.9322999944861499, 8087.5269546778309, 4090.6368148426718, 486.26085932129808, 503.53786023705578, 0, 0, 26.285333396760407
0.17999999999999999, 164.574785100209, 95.05186091598938, 866.39116580074165, 500.6329810037397, 3.1839491611287407, 5.5055419666177636, 164.57477526556175, 95.051866596940727, 866.39098135003917, 500.63308756736012, 3.1808456168316672, 5.5073355373675543, 8092.3895632710437, 4095.6721934450425, 486.26085932129808, 503.53786023705578, 0, 0, 26.275333396760409
0.19, 173.23915054623339, 100.05897525590613, 866.42141833520702, 500.68528299569658, 3.0252534465334482, 5.2301991956887965, 173.23913836414718, 100.05898229316843, 866.4212003557077, 500.68540893763344, 3.0219005668507122, 5.2321370273310146, 8097.2521718642565, 4100.7075720474131, 486.26085932129808, 503.53786023705578, 0, 0, 26.265333396760408
0.20000000000000001, 181.9038666423275, 105.0666956876133, 866.45487918467609, 500.74312311237674, 3.3460849469075296, 5.7840116680143598, 181.90385169724615, 105.06670432139606, 866.45462232516741, 500.74327152771957, 3.3421969459675367, 5.7862590086112409, 8102.1147804574694, 4105.7429506497838, 486.26085932129808, 503.53786023705578, 0, 0, 26.25533339676041
0.20999999999999999, 190.56889233798572, 110.07495113231937, 866.48667277210586, 500.79807068452965, 3.1793587429803045, 5.4947572152892246, 190.56887420178802, 110.07496161011808, 866.48637441118103, 500.7982430907075, 3.1752086013599268, 5.4971562987937403, 8106.9773890506822, 4110.7783292521544, 486.26085932129808, 503.53786023705578, 0, 0, 26.245333396760408
0.22, 199.23428241969867, 115.08383618996312, 866.52156303823267, 500.85836073775977, 3.4890266126854503, 6.0290053230101233, 199.23426058812402, 115.08384880332186, 866.52121722612583, 500.85856057715461, 3.4842814944805736, 6.0317486447109356, 8111.839997643895, 4115.8137078545251, 486.26085932129808, 503.53786023705578, 0, 0, 26.23533339676041
0.23000000000000001, 207.89999533475753, 120.09327892506181, 866.55471535000083, 500.91563591916531, 3.3152311768171581, 5.7275181405539506, 207.89996929275975, 120.09329397178928, 866.55431938442382, 500.91586475687961, 3.3102158297983606, 5.7304179725003941, 8116.7026062371078, 4120.8490864568957, 486.26085932129808, 503.53786023705578, 0, 0, 26.225333396760409
0.23999999999999999, 216.56608465838514, 125.10337180581756, 866.5908600251729, 500.97807069010548, 3.6144675172070042, 6.2434770940143531, 216.56605380666196, 125.10338963248174, 866.5904073882881, 500.97833229845736, 3.6088003864237512, 6.2467541577747578, 8121.5652148303207, 4125.8844650592664, 486.26085932129808, 503.53786023705578, 0, 0, 26.215333396760411
0.25, 225.23250843049462, 130.11404220597686, 866.62520481568947, 501.03738357398839, 3.4344790516563375, 5.9312883882900511, 225.23247216127604, 130.11406316407806, 866.62469277036803, 501.03767953924125, 3.4285382079880153, 5.9347240783893813, 8126.4278234235335, 4130.9198436616371, 486.26085932129808, 503.53786023705578, 0, 0, 26.205333396760409
0.26000000000000001, 233.89931907217434, 135.12538056155205, 866.66244438387753, 501.10168489634162, 3.7239568188062009, 6.4301322353226826, 233.89927668558238, 135.12540505591076, 866.66186587721188, 501.10201930192636, 3.717310684388321, 6.4339762685123292, 8131.2904320167463, 4135.9552222640077, 486.26085932129808, 503.53786023705578, 0, 0, 26.195333396760407
0.27000000000000002, 242.56647430207542, 140.13731370619189, 866.69783012136543, 501.16277127476951, 3.538573748793751, 6.1086378427900758, 242.5664250925775, 140.13734214494224, 866.69718242541148, 501.1631457027413, 3.5316548199614175, 6.1126400814967106, 8136.1530406099591, 4140.9906008663784, 486.26085932129808, 503.53786023705578, 0, 0, 26.185333396760409
0.28000000000000003, 251.23402544005526, 145.14993013610766, 866.73601923911156, 501.22868575264181, 3.8189117746102905, 6.5914477872309716, 251.23396860245438, 145.14996298509726, 866.73529480026161, 501.22910457791573, 3.8112374850075468, 6.5958875174452789, 8141.015649203172, 4146.025979468749, 486.26085932129808, 503.53786023705578, 0, 0, 26.175333396760408
0.28999999999999998, 259.90192996165621, 150.16315628156383, 866.77230785310155, 501.29130494795936, 3.6288613990002609, 6.2619195317552343, 259.90186468836293, 150.16319400807538, 866.77150399398897, 501.29176972451228, 3.6209193727402442, 6.2665146596560071, 8145.8782577963848, 4151.0613580711197, 486.26085932129808, 503.53786023705578, 0, 0, 26.16533339676041
0.29999999999999999, 268.57023813453384, 155.17707878477918, 866.81131414287711, 501.35860186367631, 3.9006289775585916, 6.7296915716971553, 268.57016351105364, 155.17712191802258, 866.81042284404134, 501.359117237985, 3.8918850052315017, 6.7347513472739786, 8150.7408663895976, 4156.0967366734903, 486.26085932129808, 503.53786023705578, 0, 0, 26.155333396760408
0.31, 277.23890726199471, 160.19162379656879, 866.84837987835124, 501.42253474053234, 3.7065735474150627, 6.3932876856046343, 277.23882237510378, 160.19167286507803, 866.84739855135695, 501.42310221635921, 3.6975707315566364, 6.3984978374200896, 8155.6034749828104, 4161.132115275861, 486.26085932129808, 503.53786023705578, 0, 0, 26.14533339676041
0.32000000000000001, 285.907986604972, 165.20687618491797, 866.88808282460172, 501.49100413678929, 3.970294625053477, 6.8469396256946995, 285.90789042762873, 165.20693178318143, 866.88700301878248, 501.49162861234578, 3.9604467425544456, 6.8526395986591444, 8160.4660835760233, 4166.1674938782317, 486.26085932129808, 503.53786023705578, 0, 0, 26.135333396760409
0.33000000000000002, 294.57743335875307, 170.22276193343237, 866.92581119360477, 501.55605127988969, 3.7728369002997093, 6.5047143100380822, 294.57732486920276, 170.22282465294663, 866.92463044452927, 501.55673418846169, 3.7627425746768357, 6.510557611588486, 8165.3286921692361, 4171.2028724806023, 486.26085932129808, 503.53786023705578, 0, 0, 26.125333396760411
0.34000000000000002, 303.24729581977476, 175.23936421006096, 866.96610113264956, 501.62550220187006, 4.0289939044747811, 6.9450921980375302, 303.24717387586588, 175.23943471211376, 866.96481059238636, 501.62624867396369, 4.0180147857135236, 6.9514485502024606, 8170.1913007624489, 4176.238251082973, 486.26085932129808, 503.53786023705578, 0, 0, 26.115333396760409
0.35000000000000003, 311.9175311334364, 180.25660893273843, 867.00438795499281, 501.69148224578805, 3.8286822343211226, 6.5980043917962066, 311.91739460262585, 180.25668787313231, 867.0029853147928, 501.69229362589164, 3.8174722406400972, 6.6044951927949977, 8175.0539093556617, 4181.2736296853436, 486.26085932129808, 503.53786023705578, 0, 0, 26.105333396760408
0.35999999999999999, 320.58818667092225, 185.27457763846019, 867.04516515072294, 501.76174113004555, 4.0777195730090154, 7.0258884257489846, 320.5880342940257, 185.27466574643464, 867.0436411982547, 501.76262276211946, 4.0655883461914861, 7.0329136227837834, 8179.9165179488746, 4186.3090082877143, 486.26085932129808, 503.53786023705578, 0, 0, 26.09533339676041
0.37, 329.25921958031074, 190.29319627123789, 867.08391567613978, 501.82848922852804, 3.8750525416828712, 6.6748098482507734, 329.25905011233345, 190.29329426790244, 867.08226828660293, 501.8294423518941, 3.862708834821309, 6.6819589774660066, 8184.7791265420874, 4191.3443868900849, 486.26085932129808, 503.53786023705578, 0, 0, 26.085333396760408
0.38, 337.93067634404247, 195.31254480149272, 867.12508947416211, 501.89939842649846, 4.1173798022301122, 7.0909197970443731, 337.93048840743575, 195.31265348485019, 867.12330910235448, 501.90042858048059, 4.1040815751607829, 7.098622858649934, 8189.6417351353002, 4196.3797654924556, 486.26085932129808, 503.53786023705578, 0, 0, 26.07533339676041
0.39000000000000001, 346.60251416035578, 200.33254928210613, 867.16421757894022, 501.96676484972699, 3.9128104778090895, 6.7366423228546486, 346.60230639655782, 200.33266943925827, 867.16230230892256, 501.9678731540323, 3.8993206568055796, 6.7444573551691427, 8194.504343728513, 4201.4151440948262, 486.26085932129808, 503.53786023705578, 0, 0, 26.065333396760408
0.40000000000000002, 355.27477865694789, 205.35328817697834, 867.20570563245542, 502.03818127472323, 4.1488053515186492, 7.1416424996243135, 355.27454956925584, 205.35342067519008, 867.20364561617498, 502.03937344679883, 4.1343307252467776, 7.1500292766506286, 8199.3669523217268, 4206.4505226971969, 486.26085932129808, 503.53786023705578, 0, 0, 26.05533339676041
0.41000000000000003, 363.94742712504831, 210.37468772246365, 867.24513308417829, 502.10603012392789, 3.9427451722833791, 6.7848849204661761, 363.94717524071837, 210.37483341522523, 867.24292663622543, 502.10730715127676, 3.9281020050478146, 6.7933704477900845, 8204.2295609149405, 4211.4859012995676, 486.26085932129808, 503.53786023705578, 0, 0, 26.045333396760409
0.41999999999999998, 372.6205043693094, 215.39682493201471, 867.2868606454648, 502.17782401137993, 4.1727561286557311, 7.1793887452040259, 372.62022807218739, 215.3969847560675, 867.28449764334175, 502.17919177324404, 4.1571007116366729, 7.1884621967285147, 8209.0921695081543, 4216.5212799019382, 486.26085932129808, 503.53786023705578, 0, 0, 26.035333396760407
0.42999999999999999, 381.2939678125328, 220.41962629257387, 867.32651643004795, 502.24603204107132, 3.9655784583140119, 6.820802969140316, 381.29366551553238, 220.4198011679303, 867.3239954374485, 502.24749138193488, 3.9497794106728494, 6.8299608690857125, 8213.954778101368, 4221.5566585043089, 486.26085932129808, 503.53786023705578, 0, 0, 26.025333396760409
0.44, 389.96786146591188, 225.44316741955768, 867.3684157019552, 502.3180858126114, 4.1899271907222815, 7.2053771540101037, 389.96753143357523, 225.44335835239252, 867.36572634867446, 502.31964275812641, 4.1730911225960883, 7.2151376191514611, 8218.8173866945817, 4226.5920371066795, 486.26085932129808, 503.53786023705578, 0, 0, 26.015333396760408
0.45000000000000001, 398.6421429185171, 230.46737511076702, 867.40823540766598, 502.38654135149244, 3.9819705710739655, 6.8455538881042131, 398.64178344966416, 230.46758308751168, 867.4053765221546, 502.38819659398541, 3.9650173480183746, 6.8553835859031729, 8223.6799952877955, 4231.6274157090502, 486.26085932129808, 503.53786023705578, 0, 0, 26.00533339676041
0.46000000000000002, 407.31685541572881, 235.4923236326234, 867.45024495000303, 502.45874857425542, 4.2009542337049997, 7.2207222763000303, 407.31646465614449, 235.49254972861209, 867.44720593940792, 502.46050827135491, 4.1829417253347412, 7.2311677369500327, 8228.5426038810092, 4236.6627943114208, 486.26085932129808, 503.53786023705578, 0, 0, 25.995333396760408
0.47000000000000003, 415.99195674403296, 240.51794014780126, 867.490170203611, 502.52735053660814, 3.9925253607979245, 6.8601962352723707, 415.99153287905841, 240.51818541556898, 867.48695017406396, 502.52921522091168, 3.974423465606383, 6.8706949556768606, 8233.4052124742229, 4241.6981729137915, 486.26085932129808, 503.53786023705578, 0, 0, 25.98533339676041
0.47999999999999998, 424.66748940886129, 245.5442976196656, 867.53223438976033, 502.59961496982618, 4.2064186149307394, 7.2264433218060757, 424.66703046642544, 245.54456320322615, 867.52882254915778, 502.60159091744754, 4.1872375093826095, 7.237569653583364, 8238.2678210674367, 4246.7335515161622, 486.26085932129808, 503.53786023705578, 0, 0, 25.975333396760409
0.48999999999999999, 433.34341142201828, 250.57132362406412, 867.57221234038491, 502.66827194984381, 3.9977950624591867, 6.8656980017662246, 433.34291547492364, 250.57161064155193, 867.56860808293402, 502.67035952753423, 3.9785533776201762, 6.8768610086669719, 8243.1304296606504, 4251.7689301185328, 486.26085932129808, 503.53786023705578, 0, 0, 25.965333396760411
0.5, 442.01976457321439, 255.59908986438691, 867.61428085987052, 502.7405066714669, 4.2068519485609635, 7.2234721623110412, 442.01922953274891, 255.59939952783307, 867.61047321599563, 502.74271226125353, 4.1865133061564688, 7.2352733719285993, 8247.9930382538641, 4256.8043087209035, 486.26085932129808, 503.53786023705578, 0, 0, 25.955333396760409
0.51000000000000001, 450.6965071245121, 260.62752437273389, 867.65426370647231, 502.80913611362183, 3.998284660181278, 6.8629442154947808, 450.69593095216675, 260.62785786520129, 867.6502523665223, 502.8114599116314, 3.9779150526640175, 6.874765037784476, 8252.8556468470779, 4261.8396873232741, 486.26085932129808, 503.53786023705578, 0, 0, 25.945333396760407
0.52000000000000002, 459.37368017262344, 265.65669763297018, 867.69629110958056, 502.88126272029461, 4.2027403108291459, 7.2126606672809652, 459.37306066453499, 265.6570562336849, 867.69206494672414, 502.88371120278356, 4.1812580201814349, 7.2251291152160677, 8257.7182554402916, 4266.8750659256448, 486.26085932129808, 503.53786023705578, 0, 0, 25.935333396760409
0.53000000000000003, 468.05124225210142, 270.68653817175976, 867.73623566839228, 502.94979015940265, 3.9944558811714583, 6.8527439108027801, 468.05057725992725, 270.6869231278958, 867.73179467505929, 502.95236334831981, 3.9729728335151084, 6.8652145536255471, 8262.5808640335053, 4271.9104445280154, 486.26085932129808, 503.53786023705578, 0, 0, 25.925333396760408
0.54000000000000004, 476.72923378799862, 275.71711529146796, 867.77818094927738, 503.02173803367918, 4.194528088505348, 7.1947874276537123, 476.7285209944535, 275.7175279484843, 867.77351386010434, 503.02444248867533, 4.1719185045047054, 7.2079140355510081, 8267.4434726267191, 4276.9458231303861, 486.26085932129808, 503.53786023705578, 0, 0, 25.91533339676041
0.55000000000000004, 485.40761360711906, 280.74835804728224, 867.8180482577867, 503.09009639884516, 3.9867308509361101, 6.835836516595756, 485.40685075572236, 280.74879971551968, 867.81315537129228, 503.09293196525135, 3.9641511187940854, 6.848947657602011, 8272.3060812199328, 4281.9812017327567, 486.26085932129808, 503.53786023705578, 0, 0, 25.905333396760408
0.56000000000000005, 494.08642148292211, 285.78033459585845, 867.8598744727982, 503.16180203802924, 4.1826215011501251, 7.1705639184100542, 494.08560614490182, 285.78080668592634, 867.85474440239364, 503.16477534886201, 4.158903110136583, 7.1843383610648095, 8277.1686898131466, 4287.0165803351274, 486.26085932129808, 503.53786023705578, 0, 0, 25.89533339676041
0.57000000000000006, 502.76561655196588, 290.81297455089543, 867.89962942718591, 503.22993101514015, 3.9754954387719326, 6.8128977110931661, 502.76474636458602, 290.81347843524719, 867.8942627797428, 503.23304173767883, 3.9518377349116038, 6.8266388816835075, 8282.0312984063603, 4292.0519589374981, 486.26085932129808, 503.53786023705578, 0, 0, 25.885333396760409
0.57999999999999996, 511.44523795501152, 295.84634495706877, 867.94130334543627, 503.3013374166041, 4.1673918250371358, 7.1406401463919753, 511.44431038012397, 295.84688211027827, 867.93568862911127, 503.30459224796357, 4.1425849368486727, 7.155051028475282, 8286.893906999574, 4297.0873375398687, 486.26085932129808, 503.53786023705578, 0, 0, 25.875333396760411
0.58999999999999997, 520.12524515381392, 300.88037601295292, 867.98091436863615, 503.36918286447809, 3.9611023199866517, 6.7845447873993505, 520.12425772446875, 300.8809478684388, 867.97505249935398, 503.37258129335572, 3.9363870242674359, 6.7989045392146368, 8291.7565155927878, 4302.1227161422394, 486.26085932129808, 503.53786023705578, 0, 0, 25.865333396760409
0.59999999999999998, 528.80567667425191, 305.91513368307159, 868.02240615207847, 503.44023896273893, 4.1491783442305374, 7.1056098260849998, 528.8046267451839, 305.91574177809895, 868.0162855474581, 503.4437877417958, 4.1233048104086576, 7.1206448440061259, 8296.6191241860015, 4307.15809474461, 486.26085932129808, 503.53786023705578, 0, 0, 25.855333396760408
0.60999999999999999, 537.48649231683953, 310.95054877393454, 868.06184488986878, 503.50775237844397, 3.9438737790311276, 6.751341570506205, 537.48537731905947, 310.95119460166103, 868.05546677419341, 503.51145081807203, 3.9181226735343557, 6.7663076276217407, 8301.4817327792152, 4312.1934733469807, 486.26085932129808, 503.53786023705578, 0, 0, 25.84533339676041
0.62, 546.167730009396, 315.98668619998739, 868.10312780038953, 503.57841252966949, 4.1282910520773237, 7.0660151225513905, 546.16654719290284, 315.98737135902354, 868.09648051428564, 503.58226743019225, 4.101374009219275, 7.0816612120205118, 8306.344341372429, 4317.2288519493513, 486.26085932129808, 503.53786023705578, 0, 0, 25.835333396760408
0.63, 554.84934990304123, 321.02347739572252, 868.14236884314573, 503.64555055889934, 3.9241042756187312, 6.7138029229876297, 554.84809659909126, 321.02420343767352, 868.13545391732418, 503.64956105339638, 3.8973403038548722, 6.7293623204118704, 8311.2069499656427, 4322.264230551722, 486.26085932129808, 503.53786023705578, 0, 0, 25.82533339676041
0.64000000000000001, 563.53138934344133, 326.06098625396112, 868.18341897438938, 503.71577406887428, 4.1050131243683659, 7.0223509974911336, 563.53006269977868, 326.06175483737758, 868.17622468493835, 503.71994699807101, 4.0770767614135259, 7.0385944674620173, 8316.0695585588564, 4327.2996091540926, 486.26085932129808, 503.53786023705578, 0, 0, 25.815333396760408
0.65000000000000002, 572.21380884260429, 331.09914485448093, 868.22243960232947, 503.78249805761016, 3.9020627940035513, 6.6723988735868085, 572.21240609310451, 331.09995758807071, 868.21496778336791, 503.78683237889862, 3.8743098429553715, 6.6885380827614851, 8320.9321671520702, 4332.3349877564633, 486.26085932129808, 503.53786023705578, 0, 0, 25.80533339676041
0.66000000000000003, 580.89664517910512, 336.13801609543577, 868.26323563416543, 503.85224874952479, 4.0796031835994446, 6.975069191466253, 580.89516337181794, 336.13887469623648, 868.25547450868498, 503.85675133735077, 4.0506725317072361, 6.9918958452138407, 8325.7947757452839, 4337.370366358834, 486.26085932129808, 503.53786023705578, 0, 0, 25.795333396760409
0.67000000000000004, 589.57985923469585, 341.17753271669102, 868.30201558410408, 503.91852433352574, 3.877994993860634, 6.6275584000976018, 589.57829550855945, 341.17843884912634, 868.29396728566019, 503.92319397177232, 3.8492776975171976, 6.6442634421563209, 8330.6573843384976, 4342.4057449612046, 486.26085932129808, 503.53786023705578, 0, 0, 25.785333396760407
0.68000000000000005, 598.26348723514275, 346.21775664730717, 868.34253855782481, 503.98777015225147, 4.052297372075186, 6.924581872573877, 598.26183854113344, 346.21871208541154, 868.33419126681702, 503.9926137429394, 4.0223981156777375, 6.941977116705135, 8335.5199929317114, 4347.4411235635753, 486.26085932129808, 503.53786023705578, 0, 0, 25.775333396760409
0.69000000000000006, 606.94749043949798, 351.258621299764, 868.38105980962098, 504.05356688120486, 3.852125179616829, 6.5796728953363095, 606.94575382411301, 351.25962776225737, 868.37241595424302, 504.05858303736852, 3.8224687425991584, 6.5969294429106968, 8340.3826015249251, 4352.4765021659459, 486.26085932129808, 503.53786023705578, 0, 0, 25.765333396760408
0.70000000000000007, 615.63190453428172, 356.30018765832295, 868.42129292212189, 504.12227953099864, 4.0233112500896935, 6.871264979379422, 615.63007685408911, 356.30124697471928, 868.41234064981973, 504.12747517658448, 3.9924695576716474, 6.8892139215944788, 8345.2452101181389, 4357.5118807683166, 486.26085932129808, 503.53786023705578, 0, 0, 25.75533339676041
0.70999999999999996, 624.31669116221849, 361.34238981853434, 868.45953950315823, 504.18757052442487, 3.8246581036368177, 6.5290993426246677, 624.31476937380887, 361.34350376040675, 868.45028153125475, 504.19294410469445, 3.7940881434999025, 6.5468928109972477, 8350.1078187113526, 4362.5472593706872, 486.26085932129808, 503.53786023705578, 0, 0, 25.745333396760408
0.71999999999999997, 633.00188548348012, 366.38528784297114, 868.49946791849834, 504.25572513726081, 3.9928415340099059, 6.8154612835948729, 632.99986635170751, 366.38645829377668, 868.4898923703264, 504.26128359289459, 3.9610839071700301, 6.8339488200151566, 8354.9704273045663, 4367.5826379730579, 486.26085932129808, 503.53786023705578, 0, 0, 25.73533339676041
0.72999999999999998, 641.68744952975771, 371.42881651882749, 868.53742572467183, 504.32048676951098, 3.7957806173462325, 6.4761632250142656, 641.6853299238644, 371.43004530153365, 868.52753560056794, 504.32622838142868, 3.7643230241548404, 6.4944788534109996, 8359.8330358977801, 4372.6180165754286, 486.26085932129808, 503.53786023705578, 0, 0, 25.725333396760409
